#logging stats for session scenario_20220404_075635_215
#[Histogram log format version 1.0]
#[StartTime: 1649058995.908 (seconds since epoch), Mon Apr 04 07:56:35 GMT 2022]
#[TimeUnit: NANOSECONDS]
#Tag,Interval_Start,Interval_Length,count,min,p25,p50,p75,p90,p95,p98,p99,p999,p9999,max
Tag=cbaworkload_default_001.result-success,300.028,10.015,12018,233984,271103,280831,285951,287487,288255,289023,289023,289023,289023,70909951
Tag=cbaworkload_default_001.tries,300.03,10.015,12018,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,300.031,10.015,12019,386304,476415,502015,515839,524799,527359,528895,529407,529919,529919,71499775
Tag=cbaworkload_default_001.phases.servicetime,300.033,10.015,12019,279552,317183,325631,331519,335359,336895,337407,337407,337919,337919,70975487
Tag=cbaworkload_default_000.block2--insert-rampup--success,310.001,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,310.003,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,310.004,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,310.004,9.999,9241,1008128,1014271,1016319,1019391,1021439,1021951,1022463,1022975,1022975,1022975,4591615
Tag=cbaworkload_default_000.retry-delay,310.006,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,310.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,310.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,310.007,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,310.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,310.01,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,310.012,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,310.015,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,310.017,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,310.019,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,310.022,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,310.022,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,310.025,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,310.028,9.985,11982,241152,270335,279551,285951,288767,290047,290815,290815,291071,291071,53870591
Tag=cbaworkload_default_001.block2--insert-rampup--error,310.031,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,310.031,9.984,11981,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,310.031,9.984,9224,1015808,1030655,1040895,1050623,1057791,1058815,1059839,1059839,1059839,1059839,4644863
Tag=cbaworkload_default_001.retry-delay,310.034,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,310.034,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,310.034,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,310.035,9.984,11981,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,310.035,9.984,11981,100,200,200,200,200,200,200,200,200,200,63231
Tag=cbaworkload_default_001.strides.servicetime,310.035,9.984,11982,333568,692735,937471,1164287,1317887,1389567,1463295,1485823,1488895,1488895,685244415
Tag=cbaworkload_default_001.bind,310.038,9.984,11981,22496,23615,23903,24111,24207,24207,24207,24303,24303,24303,4714495
Tag=cbaworkload_default_001.execute,310.04,9.984,11982,5100,5603,5703,5803,5903,5903,5903,5903,5903,5903,4087807
Tag=cbaworkload_default_001.result,310.041,9.984,11975,200064,238719,248063,253055,255999,256639,257919,258175,258175,258175,53870591
Tag=cbaworkload_default_001.result-success,310.043,9.985,11973,241152,270335,279295,285951,288511,290047,290815,290815,290815,290815,53870591
Tag=cbaworkload_default_001.tries,310.045,9.985,11970,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,310.046,9.985,11969,389632,472831,497663,518399,528895,532991,536575,537087,537599,537599,54624255
Tag=cbaworkload_default_001.phases.servicetime,310.048,9.985,11966,284160,313855,326399,333311,335615,336127,336639,336895,337151,337151,53968895
Tag=cbaworkload_default_000.block2--insert-rampup--success,320.002,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,320.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,320.003,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,320.003,10.003,9198,1008640,1014271,1016831,1019903,1021439,1022463,1022463,1022463,1022463,1022463,5107711
Tag=cbaworkload_default_000.retry-delay,320.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,320.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,320.006,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,320.007,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,320.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,320.008,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,320.008,10.009,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,320.009,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,320.01,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,320.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,320.011,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,320.011,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,320.012,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,320.013,10.020,12025,230528,281599,289023,297983,301311,302335,302335,302591,303359,303359,91488255
Tag=cbaworkload_default_001.block2--insert-rampup--error,320.015,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,320.015,10.021,12025,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,320.015,10.021,9178,1007616,1026047,1032703,1043455,1046527,1049599,1049599,1049599,1049599,1049599,11862015
Tag=cbaworkload_default_001.retry-delay,320.018,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,320.018,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,320.019,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,320.019,10.021,12026,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,320.019,10.021,12026,100,200,200,200,200,200,200,200,200,200,94015
Tag=cbaworkload_default_001.strides.servicetime,320.019,10.021,12024,338432,703999,906751,1103871,1169407,1187839,1217535,1226751,1228799,1228799,656408575
Tag=cbaworkload_default_001.bind,320.022,10.021,12025,22496,23615,24015,24207,24415,24415,24511,24511,24511,24511,2480127
Tag=cbaworkload_default_001.execute,320.024,10.021,12025,5300,5803,5903,6003,6003,6003,6103,6103,6103,6103,4325375
Tag=cbaworkload_default_001.result,320.025,10.021,12030,181888,247423,260223,265471,269055,271103,272127,272639,272639,272639,91488255
Tag=cbaworkload_default_001.result-success,320.028,10.020,12034,230528,281855,289279,298239,301567,302335,302591,303359,303359,303359,91488255
Tag=cbaworkload_default_001.tries,320.03,10.021,12037,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,320.031,10.020,12037,423168,491775,517887,539647,549375,552959,553983,555007,555007,555007,93847551
Tag=cbaworkload_default_001.phases.servicetime,320.033,10.021,12041,264960,330495,341759,348927,353535,354815,355839,355839,356095,356095,91684863
Tag=cbaworkload_default_000.block2--insert-rampup--success,330.002,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,330.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,330.005,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,330.006,10.003,9196,1009152,1013247,1015295,1017343,1018879,1019391,1019391,1019903,1019903,1019903,16351231
Tag=cbaworkload_default_000.retry-delay,330.009,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,330.009,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,330.01,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,330.01,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,330.011,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,330.014,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,330.017,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,330.02,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,330.022,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,330.024,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,330.027,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,330.027,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,330.03,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,330.033,9.996,11974,227200,264959,275455,280831,283647,284671,285439,285951,285951,285951,71630847
Tag=cbaworkload_default_001.block2--insert-rampup--error,330.036,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,330.036,9.996,11976,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,330.036,9.997,9188,1010176,1024511,1029631,1034239,1037823,1039359,1039871,1039871,1040383,1040383,6029311
Tag=cbaworkload_default_001.retry-delay,330.039,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,330.039,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,330.039,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,330.04,10.001,11976,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,330.04,10.001,11978,200,200,200,200,200,200,200,200,200,200,55519
Tag=cbaworkload_default_001.strides.servicetime,330.04,10.001,11978,444160,780287,977407,1233919,1312767,1349631,1375231,1376255,1380351,1380351,706215935
Tag=cbaworkload_default_001.bind,330.043,10.003,11981,22496,23407,23807,24015,24207,24207,24207,24207,24207,24207,5201919
Tag=cbaworkload_default_001.execute,330.045,10.002,11980,4600,5603,5703,5803,5803,5903,5903,5903,5903,5903,1960959
Tag=cbaworkload_default_001.result,330.046,10.003,11979,182272,231295,242431,248959,252799,253439,253695,253823,253823,253823,71630847
Tag=cbaworkload_default_001.result-success,330.048,10.004,11975,227200,264959,275455,280831,283647,284671,285439,285951,285951,285951,71630847
Tag=cbaworkload_default_001.tries,330.051,10.004,11972,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,330.051,10.004,11972,357888,470527,497407,518399,527359,529407,529919,530431,530943,530943,72220671
Tag=cbaworkload_default_001.phases.servicetime,330.054,10.004,11968,276224,311807,320767,326655,330495,332287,333055,333311,333311,333311,71696383
Tag=cbaworkload_default_000.block2--insert-rampup--success,340.008,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,340.008,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,340.009,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,340.009,9.995,9209,1007104,1012735,1015807,1017343,1018879,1019391,1019391,1019391,1019391,1019391,4093951
Tag=cbaworkload_default_000.retry-delay,340.012,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,340.013,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,340.021,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,340.022,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,340.023,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,340.024,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,340.025,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,340.025,9.992,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,340.026,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,340.027,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,340.027,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,340.028,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,340.028,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,340.029,10.007,12028,235264,272895,283903,291071,294399,295935,296191,296447,296959,296959,64716799
Tag=cbaworkload_default_001.block2--insert-rampup--error,340.032,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,340.032,10.008,12027,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,340.033,10.007,9205,1015296,1028095,1033727,1045503,1052671,1054719,1056767,1057791,1057791,1057791,4077567
Tag=cbaworkload_default_001.retry-delay,340.037,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,340.04,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,340.04,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,340.041,10.003,12029,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,340.041,10.004,12027,100,200,200,200,200,200,200,200,200,200,53503
Tag=cbaworkload_default_001.strides.servicetime,340.041,10.004,12027,369920,698879,878591,1045503,1134591,1181695,1186815,1238015,1250303,1250303,764936191
Tag=cbaworkload_default_001.bind,340.046,10.003,12025,22688,23711,24015,24303,24511,24607,24607,24607,24607,24607,4188159
Tag=cbaworkload_default_001.execute,340.047,10.004,12027,5000,5703,5803,5903,5903,6003,6003,6003,6003,6003,542719
Tag=cbaworkload_default_001.result,340.049,10.003,12029,140416,242559,251391,259327,262015,262655,263423,263423,263423,263423,64716799
Tag=cbaworkload_default_001.result-success,340.052,10.003,12032,235264,272895,283903,291071,294399,295935,296191,296447,296959,296959,64716799
Tag=cbaworkload_default_001.tries,340.055,10.003,12034,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,340.055,10.003,12034,395264,490751,509951,531967,542719,546303,548863,549887,550399,550399,73203711
Tag=cbaworkload_default_001.phases.servicetime,340.058,10.004,12036,276224,320255,332543,340735,345087,345855,346111,346367,346623,346623,64782335
Tag=cbaworkload_default_000.block2--insert-rampup--success,350.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,350.003,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,350.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,350.004,9.999,9232,1008640,1014783,1018879,1022975,1025535,1026047,1026559,1026559,1027071,1027071,3784703
Tag=cbaworkload_default_000.retry-delay,350.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,350.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,350.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,350.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,350.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,350.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,350.014,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,350.017,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,350.023,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,350.026,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,350.029,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,350.029,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,350.033,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,350.036,9.975,11965,240128,260607,268799,274687,277503,278015,278527,278527,278527,278527,79691775
Tag=cbaworkload_default_001.block2--insert-rampup--error,350.039,9.975,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,350.04,9.974,11964,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,350.04,9.974,9195,1012736,1029119,1035775,1046015,1052671,1053695,1054719,1055743,1055743,1055743,7581695
Tag=cbaworkload_default_001.retry-delay,350.043,9.974,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,350.044,9.973,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,350.044,9.973,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,350.044,9.974,11962,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,350.045,9.973,11962,100,200,200,200,200,200,200,200,200,200,71423
Tag=cbaworkload_default_001.strides.servicetime,350.045,9.973,11962,457472,999423,1158143,1349631,1472511,1561599,1580031,1582079,1583103,1583103,764411903
Tag=cbaworkload_default_001.bind,350.049,9.972,11961,22400,23311,23711,23807,24015,24015,24015,24015,24015,24015,3936255
Tag=cbaworkload_default_001.execute,350.051,9.972,11961,5100,5503,5603,5703,5703,5803,5803,5803,5803,5803,301311
Tag=cbaworkload_default_001.result,350.052,9.972,11960,5900,231679,238207,245503,248063,248703,249215,249215,249727,249727,79626239
Tag=cbaworkload_default_001.result-success,350.055,9.972,11961,240128,260607,268799,274687,277503,278015,278527,278527,278527,278527,79691775
Tag=cbaworkload_default_001.tries,350.058,9.971,11962,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,350.058,9.971,11962,367104,463615,486655,501503,509951,512767,513279,514047,514303,514303,80281599
Tag=cbaworkload_default_001.phases.servicetime,350.062,9.970,11962,280064,307711,314623,322047,324351,325119,325375,325631,325631,325631,79757311
Tag=cbaworkload_default_000.block2--insert-rampup--success,360.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,360.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,360.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,360.003,10.001,9219,1010176,1014783,1019391,1024511,1026559,1027583,1028095,1028095,1028607,1028607,9306111
Tag=cbaworkload_default_000.retry-delay,360.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,360.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,360.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,360.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,360.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,360.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,360.008,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,360.008,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,360.009,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,360.009,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,360.01,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,360.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,360.011,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,360.011,10.019,12017,224512,267263,274943,282623,286719,287743,287999,288255,288255,288255,62947327
Tag=cbaworkload_default_001.block2--insert-rampup--error,360.014,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,360.014,10.018,12014,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,360.014,10.018,9208,1010688,1029631,1039359,1051647,1059839,1059839,1059839,1059839,1059839,1059839,9904127
Tag=cbaworkload_default_001.retry-delay,360.017,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,360.017,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,360.017,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,360.018,10.018,12009,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,360.018,10.018,12009,100,200,200,200,200,200,200,200,200,200,60223
Tag=cbaworkload_default_001.strides.servicetime,360.018,10.019,12009,349696,687103,927743,1111039,1200127,1227775,1242111,1249279,1257471,1268735,612892671
Tag=cbaworkload_default_001.bind,360.021,10.018,12028,22688,23615,23807,24015,24111,24111,24111,24111,24111,24111,9273343
Tag=cbaworkload_default_001.execute,360.023,10.018,12026,4800,5603,5703,5803,5803,5803,5803,5803,5803,5803,3096575
Tag=cbaworkload_default_001.result,360.024,10.018,12002,43680,232447,243583,251391,253951,254975,255231,255615,255743,255743,62914559
Tag=cbaworkload_default_001.result-success,360.027,10.017,11998,224512,266495,274687,282623,286207,287743,287999,288255,288255,288255,62947327
Tag=cbaworkload_default_001.tries,360.029,10.017,11995,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,360.029,10.018,11995,380416,473599,499711,516863,525311,530943,532479,533503,533503,533503,63963135
Tag=cbaworkload_default_001.phases.servicetime,360.032,10.017,11993,260480,312831,324607,330495,333567,334847,335615,335871,335871,335871,62980095
Tag=cbaworkload_default_000.block2--insert-rampup--success,370.001,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,370.004,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,370.004,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,370.004,10.003,9244,1009152,1013247,1015807,1018367,1020415,1020927,1020927,1021439,1021439,1021439,4866047
Tag=cbaworkload_default_000.retry-delay,370.007,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,370.007,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,370.008,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,370.008,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,370.009,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,370.011,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,370.014,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,370.016,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,370.019,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,370.021,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,370.023,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,370.024,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,370.027,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,370.03,9.993,11986,226432,265215,270847,275711,278527,279807,280319,280575,280831,280831,58327039
Tag=cbaworkload_default_001.block2--insert-rampup--error,370.032,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,370.032,9.995,11992,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,370.032,9.995,9227,1013248,1029631,1033727,1046015,1058815,1059839,1059839,1059839,1059839,1059839,14204927
Tag=cbaworkload_default_001.retry-delay,370.035,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,370.035,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,370.036,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,370.036,9.996,11999,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,370.036,9.996,11999,200,200,200,200,200,200,200,200,200,200,37311
Tag=cbaworkload_default_001.strides.servicetime,370.037,9.996,12000,459776,1037823,1223679,1349631,1549311,1592319,1601535,1603583,1619967,1619967,747110399
Tag=cbaworkload_default_001.bind,370.039,9.997,11983,22688,23503,23807,24015,24111,24111,24111,24111,24111,24111,4726783
