#logging stats for session scenario_20220404_075635_215
#[Histogram log format version 1.0]
#[StartTime: 1649058995.908 (seconds since epoch), Mon Apr 04 07:56:35 GMT 2022]
#[TimeUnit: NANOSECONDS]
#Tag,Interval_Start,Interval_Length,count,min,p25,p50,p75,p90,p95,p98,p99,p999,p9999,max
Tag=cbaworkload_default_001.phases.servicetime,220.031,10.022,11988,265472,310015,319231,327935,330495,331007,331775,331775,332031,332031,53247999
Tag=cbaworkload_default_000.block2--insert-rampup--success,230.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,230.003,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,230.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,230.004,9.999,9219,1009152,1014271,1016319,1019391,1020415,1020927,1020927,1020927,1021439,1021439,4052991
Tag=cbaworkload_default_000.retry-delay,230.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,230.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,230.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,230.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,230.009,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,230.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,230.015,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,230.018,9.990,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,230.021,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,230.024,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,230.026,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,230.026,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,230.03,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,230.033,9.978,11989,241792,275199,285951,292607,295935,296447,296959,297215,297471,297471,85196799
Tag=cbaworkload_default_001.block2--insert-rampup--error,230.035,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,230.036,9.978,11991,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,230.036,9.978,9188,1013760,1027583,1033215,1042431,1049599,1051647,1052671,1052671,1052671,1052671,7626751
Tag=cbaworkload_default_001.retry-delay,230.038,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,230.039,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,230.039,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,230.039,9.979,11996,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,230.04,9.978,11996,100,200,200,200,200,200,200,200,200,200,98047
Tag=cbaworkload_default_001.strides.servicetime,230.04,9.978,11996,339712,623615,852479,1107967,1212415,1243135,1298431,1318911,1353727,1353727,677904383
Tag=cbaworkload_default_001.bind,230.043,9.978,11974,21600,23215,23711,24015,24207,24207,24207,24207,24207,24207,363263
Tag=cbaworkload_default_001.execute,230.044,9.978,11973,4700,5703,5803,5903,5903,5903,5903,5903,5903,5903,4155391
Tag=cbaworkload_default_001.result,230.046,9.978,12003,190464,241919,255615,262015,264959,265471,265983,266495,266495,266751,85196799
Tag=cbaworkload_default_001.result-success,230.048,9.978,12005,241792,275455,286207,292607,295935,296447,296959,297215,297471,297471,85196799
Tag=cbaworkload_default_001.tries,230.05,9.978,12008,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,230.05,9.979,12009,375040,481535,509695,530431,540671,542207,543743,544255,544255,544767,85852159
Tag=cbaworkload_default_001.phases.servicetime,230.053,9.978,12012,278272,328703,335615,342271,345343,346111,346367,346367,346623,346623,85327871
Tag=cbaworkload_default_000.block2--insert-rampup--success,240.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,240.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,240.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,240.003,10.003,9175,1009152,1015295,1017855,1020415,1021951,1022975,1022975,1022975,1023487,1023487,7536639
Tag=cbaworkload_default_000.retry-delay,240.005,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,240.005,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,240.006,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,240.006,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,240.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,240.007,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,240.008,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,240.008,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,240.009,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,240.009,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,240.01,10.025,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,240.01,10.025,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,240.011,10.028,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,240.011,10.032,11996,243968,271615,283903,291327,294911,295679,296191,296191,296447,296447,82903039
Tag=cbaworkload_default_001.block2--insert-rampup--error,240.013,10.034,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,240.014,10.033,11994,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,240.014,10.034,9196,1009152,1020927,1025535,1030143,1031679,1032703,1033215,1033215,1033215,1033215,7618559
Tag=cbaworkload_default_001.retry-delay,240.016,10.034,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,240.017,10.034,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,240.017,10.034,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,240.018,10.034,11989,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,240.018,10.034,11989,200,200,200,200,200,200,200,200,200,200,100351
Tag=cbaworkload_default_001.strides.servicetime,240.018,10.035,11989,400384,744447,957439,1131519,1246207,1278975,1311743,1312767,1324031,1324031,776470527
Tag=cbaworkload_default_001.bind,240.021,10.035,12041,22592,23807,24207,24511,24703,24703,24815,24815,24815,24815,7766015
Tag=cbaworkload_default_001.execute,240.022,10.036,12042,5000,5703,5803,5903,6003,6003,6003,6003,6003,6003,6221823
Tag=cbaworkload_default_001.result,240.024,10.036,11982,188928,239871,251775,259967,262015,263167,263935,264191,264447,264447,82771967
Tag=cbaworkload_default_001.result-success,240.026,10.037,12004,243968,271871,284159,291583,294911,295935,296191,296191,296447,296447,82903039
Tag=cbaworkload_default_001.tries,240.028,10.038,12041,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,240.029,10.038,12043,391680,482815,518399,539135,549887,555007,557055,557567,557567,557567,84213759
Tag=cbaworkload_default_001.phases.servicetime,240.031,10.039,12047,282880,320255,330239,335615,339455,340479,341503,341503,341759,341759,83034111
Tag=cbaworkload_default_000.block2--insert-rampup--success,250.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,250.005,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,250.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,250.006,9.997,9083,1011200,1017343,1019391,1021951,1023487,1023487,1024511,1024511,1024511,1024511,11386879
Tag=cbaworkload_default_000.retry-delay,250.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,250.01,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,250.01,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,250.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,250.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,250.014,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,250.02,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,250.023,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,250.027,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,250.031,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,250.035,9.977,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,250.035,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,250.039,9.974,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,250.043,9.971,12004,275200,364031,385791,397311,406015,408319,409087,409343,410879,411135,83361791
Tag=cbaworkload_default_001.block2--insert-rampup--error,250.047,9.970,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,250.047,9.971,12004,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,250.048,9.970,9069,1011712,1022463,1027071,1031167,1033215,1034239,1034751,1034751,1035263,1035263,11427839
Tag=cbaworkload_default_001.retry-delay,250.05,9.971,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,250.051,9.971,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,250.051,9.971,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,250.052,9.971,12004,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,250.052,9.971,12004,100,200,200,200,200,200,200,200,200,200,119807
Tag=cbaworkload_default_001.strides.servicetime,250.053,9.971,12004,421376,749567,1025023,1176575,1275903,1306623,1337343,1339391,1343487,1355775,699400191
Tag=cbaworkload_default_001.bind,250.056,9.971,11966,25296,28015,29103,29807,30207,30303,30415,30415,30511,30511,18055167
Tag=cbaworkload_default_001.execute,250.058,9.971,11966,5900,7403,7903,8103,8207,8207,8303,8303,8303,8303,1793023
Tag=cbaworkload_default_001.result,250.06,9.971,12004,276736,325375,355583,367103,374527,375807,376831,376831,377087,377087,83296255
Tag=cbaworkload_default_001.result-success,250.063,9.971,11980,275200,363775,385023,397055,405247,408063,409087,409343,410879,410879,83361791
Tag=cbaworkload_default_001.tries,250.066,9.971,11940,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,250.067,9.971,11937,499456,674815,728575,760831,780799,786431,786943,787455,787967,787967,83820543
Tag=cbaworkload_default_001.phases.servicetime,250.07,9.971,11930,337408,419839,442879,466431,481279,483327,484607,485631,486911,486911,83558399
Tag=cbaworkload_default_000.block2--insert-rampup--success,260.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,260.001,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,260.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,260.003,10.002,9119,1011712,1016831,1020927,1022975,1023999,1024511,1024511,1024511,1025023,1025023,8462335
Tag=cbaworkload_default_000.retry-delay,260.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,260.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,260.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,260.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,260.007,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,260.008,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,260.009,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,260.01,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,260.011,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,260.011,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,260.012,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,260.013,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,260.013,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,260.014,10.022,11983,279296,333567,357119,375551,381951,384511,386559,386815,387327,387327,103153663
Tag=cbaworkload_default_001.block2--insert-rampup--error,260.017,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,260.018,10.022,11983,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,260.018,10.022,9137,1014272,1024511,1029631,1033727,1036287,1036799,1037311,1037311,1037823,1037823,6385663
Tag=cbaworkload_default_001.retry-delay,260.021,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,260.022,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,260.022,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,260.023,10.021,11983,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,260.023,10.021,11983,200,200,200,200,200,200,200,200,200,200,71359
Tag=cbaworkload_default_001.strides.servicetime,260.024,10.021,11983,426752,673791,918015,1027071,1096703,1115135,1127423,1136639,1141759,1141759,712507391
Tag=cbaworkload_default_001.bind,260.027,10.021,12026,23200,26607,27615,28207,28607,28815,28815,28815,28911,28911,6451199
Tag=cbaworkload_default_001.execute,260.029,10.021,12026,5800,6803,7103,7303,7403,7403,7503,7503,7503,7503,545791
Tag=cbaworkload_default_001.result,260.031,10.021,11983,29696,303359,321535,343551,349951,353535,356607,357631,357887,357887,103088127
Tag=cbaworkload_default_001.result-success,260.034,10.021,11983,279296,333567,357119,375551,381951,384511,386559,386815,387327,387327,103153663
Tag=cbaworkload_default_001.tries,260.037,10.021,11983,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,260.038,10.020,11983,506112,632831,702975,742911,759295,762879,765951,766463,770047,770047,104071167
Tag=cbaworkload_default_001.phases.servicetime,260.041,10.020,11983,321536,391935,416767,434943,446719,449791,450559,450815,453375,453375,103415807
Tag=cbaworkload_default_000.block2--insert-rampup--success,270.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,270.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,270.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,270.005,9.998,9229,1008640,1013759,1016831,1021439,1023999,1024511,1025023,1025023,1025023,1025023,4472831
Tag=cbaworkload_default_000.retry-delay,270.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,270.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,270.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,270.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,270.01,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,270.013,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,270.017,9.990,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,270.02,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,270.023,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,270.026,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,270.028,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,270.029,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,270.032,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,270.036,9.975,12016,243840,280575,291583,297215,299007,300543,301823,301823,302079,302079,74842111
Tag=cbaworkload_default_001.block2--insert-rampup--error,270.039,9.974,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,270.04,9.974,12018,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,270.04,9.974,9200,1013760,1028095,1036799,1051647,1055743,1057791,1058815,1058815,1058815,1058815,4591615
Tag=cbaworkload_default_001.retry-delay,270.043,9.973,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,270.043,9.973,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,270.044,9.973,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,270.044,9.973,12024,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,270.044,9.973,12024,100,200,200,200,200,200,200,200,200,200,64319
Tag=cbaworkload_default_001.strides.servicetime,270.045,9.973,12024,379136,599551,839167,1104895,1227775,1241087,1250303,1367039,1370111,1370111,713031679
Tag=cbaworkload_default_001.bind,270.048,9.973,11966,22592,23615,23903,24207,24207,24303,24303,24303,24303,24303,4628479
Tag=cbaworkload_default_001.execute,270.05,9.972,11966,5200,5803,5903,6003,6003,6003,6003,6003,6003,6003,4390911
Tag=cbaworkload_default_001.result,270.052,9.971,12031,153600,249215,257023,263423,266495,268799,269055,269055,269055,269055,74842111
Tag=cbaworkload_default_001.result-success,270.055,9.971,12034,243840,279807,290559,296447,299007,300031,301567,301823,301823,301823,74842111
Tag=cbaworkload_default_001.tries,270.058,9.970,12037,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,270.058,9.971,12037,391424,496895,524799,539647,550399,551935,552959,554495,554495,554495,76021759
Tag=cbaworkload_default_001.phases.servicetime,270.061,9.970,12037,302592,331007,340991,349695,353023,354303,355071,355327,355327,355327,74973183
Tag=cbaworkload_default_000.block2--insert-rampup--success,280.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,280.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,280.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,280.003,10.002,9239,1009664,1013247,1016319,1019391,1020927,1021951,1022463,1022463,1022463,1022463,4308991
Tag=cbaworkload_default_000.retry-delay,280.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,280.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,280.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,280.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,280.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,280.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,280.007,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,280.008,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,280.008,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,280.009,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,280.009,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,280.01,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,280.01,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,280.011,10.018,12021,226560,270079,278271,285439,289791,290559,291327,291583,291583,291583,81854463
Tag=cbaworkload_default_001.block2--insert-rampup--error,280.013,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,280.014,10.017,12022,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,280.014,10.018,9249,1015296,1029119,1038847,1050623,1059839,1059839,1059839,1059839,1060863,1060863,4100095
Tag=cbaworkload_default_001.retry-delay,280.016,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,280.016,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,280.017,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,280.017,10.018,12021,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,280.017,10.018,12021,100,200,200,200,200,200,200,200,200,200,95103
Tag=cbaworkload_default_001.strides.servicetime,280.018,10.018,12021,410368,821759,1037311,1218559,1281023,1296383,1311743,1312767,1328127,1328127,832569343
Tag=cbaworkload_default_001.bind,280.021,10.017,12021,22496,23615,23807,23903,24015,24111,24111,24111,24111,24111,4177919
Tag=cbaworkload_default_001.execute,280.022,10.018,12021,5000,5603,5703,5803,5803,5903,5903,5903,5903,5903,441343
Tag=cbaworkload_default_001.result,280.023,10.018,12021,6700,232319,242303,250239,253183,254719,254847,255359,255487,255487,81788927
Tag=cbaworkload_default_001.result-success,280.026,10.017,12021,226560,270079,278527,286463,290303,291071,291583,291583,291839,291839,81854463
Tag=cbaworkload_default_001.tries,280.028,10.017,12021,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,280.029,10.017,12021,391424,475647,501503,523007,529919,532479,534015,535551,535551,535551,82640895
Tag=cbaworkload_default_001.phases.servicetime,280.031,10.017,12023,264448,315135,326143,333823,336383,337407,337407,337919,337919,337919,81919999
Tag=cbaworkload_default_000.block2--insert-rampup--success,290.001,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,290.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,290.004,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,290.005,9.998,9231,1008640,1013247,1015807,1018367,1020415,1020415,1020927,1020927,1021439,1021439,4575231
